year	x	y	urban	alarm	firetype	heatsource	objignited	day	time	dayweek	label
2007	8.784	12.578	1	1	6	NA	NA	208	20.56666667	5	0
2007	14.459	6.22	0	1	3	NA	7	208	17.76666667	5	0
2007	9.127	16.408	0	1	3	1	7	209	7.1	6	0
2007	7.623	11.2	1	1	1	8	3	213	15.21666667	3	0
2007	7.623	11.2	1	1	1	5	1	213	19.3	3	0
2007	6.915	11.083	1	1	1	NA	NA	213	17.73333333	3	0
2007	7.623	11.2	1	6	1	5	1	213	22.05	3	0
2007	6.882	12.65	1	1	1	4	6	214	11.26666667	4	0
2007	7.626	10.437	1	1	5	NA	NA	220	22.25	3	0
2007	8.726	11.86	1	1	1	NA	NA	221	18.43333333	4	0
2007	9.313	9.824	0	1	3	NA	7	226	22.3	2	0
2007	12.213	22.015	0	1	3	1	7	227	16.83333333	3	0
2007	7.747	12.68	1	1	1	5	9	228	11.53333333	4	0
2007	7.995	10.105	1	3	3	7	7	230	1.083333333	6	1
2007	7.938	9.648	1	1	5	NA	NA	230	0.75	6	1
2007	7.661	9.735	1	4	5	NA	NA	230	0.766666667	6	1
2007	6.705	10.04	1	1	6	NA	NA	230	20.41666667	6	0
2007	7.972	11.633	1	1	2	4	9	237	13.71666667	6	0
2007	3.687	9.647	0	3	5	NA	NA	242	13.81666667	4	0
2007	6.776	9.625	1	1	5	NA	NA	242	18.63333333	4	0
2007	8.15	8.736	1	1	5	NA	NA	243	9.9	5	0
2007	6.42	13.121	1	4	3	NA	7	244	13.7	6	0
2007	8.443	11.322	1	1	1	NA	1	245	0.933333333	7	1
2007	11.159	11.887	0	1	1	NA	NA	247	18.38333333	2	0
2007	7.661	11.904	1	1	6	NA	NA	251	20.25	6	0
2007	7.978	9.848	1	1	5	NA	NA	251	19.53333333	6	0
2007	2.074	15.772	0	1	1	NA	NA	252	11.78333333	7	0
2007	5.918	12.387	1	1	3	NA	7	252	19.33333333	7	0
2007	7.724	12.733	1	1	5	NA	NA	255	18.8	3	0
2007	8.857	11.555	1	1	1	NA	NA	255	15.23333333	3	0
2007	7.88	9.354	1	1	5	NA	NA	257	22.23333333	5	0
2007	6.815	9.783	1	1	2	NA	9	259	0.683333333	7	1
2007	6.807	9.084	1	5	1	4	9	259	17.85	7	0
2007	7.314	8.642	1	1	5	NA	NA	261	14.5	2	0
2007	12.771	11.121	0	1	2	NA	9	265	4.75	6	0
2007	7.835	11.611	1	1	5	NA	NA	271	1.9	5	1
2007	6.573	12.498	1	1	3	NA	7	272	14.83333333	6	0
2007	8.153	9.384	1	1	3	NA	7	280	5.083333333	7	0
2007	7.9	9.989	1	1	6	NA	NA	282	2.166666667	2	1
2007	6.26	12.055	1	1	2	NA	9	285	21.28333333	5	0
2007	8.613	19.375	0	1	2	NA	9	291	20.8	4	0
2007	5.983	7.366	0	4	3	NA	8	295	10	1	0
2007	5.739	14.087	0	1	2	NA	9	295	23.68333333	1	0
2007	7.203	17.586	0	1	3	5	7	296	11.38333333	2	0
2007	7.865	8.756	1	4	5	NA	NA	297	21.48333333	3	0
2007	7.656	12.41	1	1	1	5	9	297	15.13333333	3	0
2007	7.777	12.089	1	1	2	NA	7	299	7.166666667	5	0
2007	6.227	13.175	0	1	5	NA	NA	300	6.216666667	6	0
2007	6.588	9.885	1	1	3	NA	8	302	18.66666667	1	0
2007	0.347	17.127	0	1	3	1	7	303	16.6	2	0
2007	6.241	8.76	0	1	3	NA	8	303	10.81666667	2	0
2007	8.114	12.018	1	1	3	6	7	306	14.55	5	1
2007	6.199	17.099	0	1	3	5	7	307	12.11666667	6	0
2007	6.46	8.67	1	1	3	NA	8	307	18.38333333	6	0
2007	8.775	12.109	1	1	3	NA	7	307	22.28333333	6	0
2007	6.199	17.099	0	1	3	5	7	307	12.1	6	0
2007	9.991	10.366	0	1	2	NA	9	312	22.48333333	4	1
2007	6.166	4.728	0	1	2	NA	9	313	20.35	5	0
2007	11.586	9.885	0	4	3	7	7	315	15.9	7	0
2007	16.279	0.046	0	1	3	9	7	316	9.533333333	1	0
2007	8.04	10.368	1	1	2	9	9	316	3.466666667	1	0
2007	8.04	10.368	1	1	1	7	2	316	3.466666667	1	0
2007	8.523	11.294	1	1	3	5	7	316	13.86666667	1	0
2007	8.04	10.368	1	1	6	NA	NA	316	3.466666667	1	0
2007	12.586	21.821	0	1	5	NA	NA	317	13.56666667	2	0
2007	8.291	8.5	1	1	3	7	7	322	8.866666667	7	1
2007	6.507	8.671	1	1	6	NA	NA	324	4.183333333	2	0
2007	8.316	10.971	1	1	5	NA	NA	325	8.516666667	3	1
2007	7.199	12.391	1	1	3	NA	7	325	18.11666667	3	1
2007	5.671	12.72	0	1	5	NA	NA	326	11.83333333	4	0
2007	7.632	9.956	1	5	1	5	9	326	21.16666667	4	0
2007	10.22	15.583	0	1	3	NA	7	328	0.2	6	0
2007	5.838	12.1	1	1	1	7	3	331	16.88333333	2	0
2007	6.123	19.363	0	1	3	7	7	331	21	2	1
2007	14.801	22.806	0	1	6	NA	NA	331	15.05	2	0
2007	8.419	17.461	0	1	3	NA	7	333	17.65	4	0
2007	7.199	12.391	1	1	3	NA	7	333	21.13333333	4	0
2007	6.327	9.801	1	1	3	NA	7	333	15.86666667	4	0
2007	7.847	9.125	1	1	6	NA	NA	335	12.86666667	6	0
2007	6.987	11.032	1	1	6	NA	NA	335	23.51666667	6	1
2007	12.677	21.619	0	1	5	NA	NA	337	18.55	1	0
2007	7.199	12.391	1	1	3	NA	7	340	17.83333333	4	0
2007	5.962	9.636	1	1	3	NA	NA	341	12.36666667	5	0
2007	5.973	9.493	0	1	3	NA	8	342	16.81666667	6	0
2007	9.688	19.842	0	1	5	NA	NA	348	14.83333333	5	0
2007	12.202	14.027	0	4	3	NA	7	349	23.43333333	6	1
2007	4.85	16.553	0	1	2	NA	NA	350	22.05	7	0
2007	8.178	12.727	1	1	2	5	3	352	15.38333333	2	0
2007	7.304	8.902	1	1	5	NA	NA	353	17	3	0
2007	9.083	11.479	1	1	1	5	3	353	7.2	3	0
2007	6.756	10.732	1	4	1	7	2	353	23.83333333	3	1
2007	8.723	11.821	1	4	6	NA	NA	355	23.18333333	5	0
2007	7.072	9.579	1	1	1	5	9	356	3.833333333	6	0
2007	6.873	9.792	1	1	1	5	9	361	9.966666667	4	0
2007	7.864	11.424	1	1	5	NA	NA	362	13.4	5	0
2007	6.31	8.663	0	1	3	NA	7	363	19.98333333	6	0
2007	7.502	9.311	1	1	5	NA	NA	364	0.466666667	7	0
